f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,group
0.30471707975443135,0.43757454879893354,0.020388586168541473,0.8154104029008109,-0.4450453279691511,0.4407173539740678,-0.7225411332916789,1.882530741752657,0.7450651337970823,0.8602937176530221,0.5480490201464915,0.5604648180788601,0.7539306215411664,0.7562171956472766,1.1403859686542255,2.749022696873495,1.0263303091415812,2.098981900702346,2.768245592371294,1.5808942594470254,2.2532045102953497,1.2909007328050919,2.1515160995293443,3.042604959235292,2.425262831098391,2.2420479067589363,2.8523458313414474,2.3879046799537087,4.489822620441016,2.4299912809846527,3.2251167270384027,4.590441614100524,4.2837307806073746,4.1833516377587925,2.922793371055135,2.0392746940280495,4.446736244191065,3.884146972911574,4.054190676557657,4.462299844726137,4.333602304674548,4.468086708580873,3.7216626115086395,4.701748279804782,5.167124832017558,4.603274362209144,4.8567586800379186,3.8527830423686384,4.757647061842886,4.889255429591306,D
-1.0399841062404955,1.5074818613137169,0.39677609665695723,-0.27753888735565047,-0.6836988273580605,-0.2292869363736615,0.11380586930095321,0.3760152245035699,1.9326898205195888,1.3424546049697113,0.33412228887956363,0.9231408064272041,2.1801908716718224,2.711316985876712,2.3698044873917454,2.1876921851177817,2.7634958143064736,2.524937889614103,4.217805536116446,1.1512503760190826,2.89521840222618,0.11083242870272692,1.7344132204114,2.3441388966655934,2.9426763465603294,2.200514109208385,2.121667238500605,3.431494309804868,4.142182294773219,1.505884156246586,2.946657037753272,2.268634301202695,2.242607273925608,2.994322138698493,4.450533649906501,2.609391702992415,4.338945904123447,5.247126279542768,2.317829501119479,4.870161473405981,5.2363431626109405,2.39760937730897,5.359096444094185,5.1261235436527635,5.216041905255115,3.3818471718930034,3.639596268003148,5.584056350940301,5.456883511240393,3.558943262042216,D
0.7504511958064572,0.19058490690174557,1.0205284754174189,1.5744472169412391,0.7446049047503576,0.08552693416414148,1.0202267094745858,0.49593048495156533,2.0645398093380365,0.5955732371433329,1.4340098234501069,1.1908000236100478,1.4811731656434797,1.2121643213963005,2.2742776789190646,3.4661274713755903,1.2937979210284523,0.9869529183086864,0.4104766477818742,1.6793439267587174,2.273321256536874,2.6406095029470755,1.514393007641738,2.245924823962092,2.385665995488089,1.8033400874945533,1.6642668008156485,1.3765745732367958,3.4328391323516083,3.601036026872107,3.8640436260742304,3.2451667803970126,3.2240774064839117,3.941710649013854,3.276819704241095,2.780813104037059,4.137529828193943,2.218669939249863,4.65148812691387,3.7538770885845922,5.215829359747088,4.597287368000665,3.807262421770433,3.7439741092773704,4.209362530408041,4.600781728950231,4.29068439794549,4.165470563936705,5.636198115680869,5.286857934371401,C
0.9405647163912139,0.7439387932768579,-0.1937411722245721,-0.3275875364369196,0.779280034365163,1.1339103777337423,0.49760329338890374,0.20834438503451563,-0.6217636493445728,0.49035107163199815,1.251854415295005,1.704791582550568,0.5024427934036921,1.50470668602053,0.4180901540491969,-0.047832832739911346,2.704495025205568,2.75185486052752,3.2581708074791096,2.2011131671006936,4.238831666414423,4.220080771050789,3.7470894861316095,2.8573965571936233,3.373996337759487,2.928482928655834,1.411801310879663,2.70495669700907,3.178466939292986,4.017834400549723,3.6067331774117264,2.9068393230613716,1.8184208264709223,3.522899163003838,4.011579365020807,3.2921778112796236,3.673589111019477,2.7888974549289514,3.7929002380908576,2.523188999059532,3.5490431734798826,3.280571023401703,4.831909666557924,4.240597269327324,4.048751081165759,3.3540624316599037,6.403469327955806,5.354009640149338,4.9082176016305334,3.0217149576366795,A
-1.9510351886538364,-1.9501721010310225,0.7211672557321127,-0.33661528310223565,1.6873311116050655,0.5029932911999557,-0.050563620405592036,0.11934859725441538,0.4876445583441301,0.9923540382544581,-0.40479154761032743,2.1808562049508713,0.33406011616771425,2.4789545785916483,0.5444735470914244,1.2346398916857455,2.028965391127199,0.18430807848652853,1.8701355183661275,2.882916206461762,3.429787452470418,3.489560258580062,2.1176743218072662,2.18432715752055,1.9380648107329703,2.7346461877047594,0.9488222409444691,2.936270770589014,2.712040949018823,2.5890933279274275,0.014177465890076402,3.0369949841632233,3.0187801736945206,4.019827980931375,4.071012427211001,2.7389660963732143,3.0756233330620155,6.50446249273608,3.2578147315906616,2.53584614123631,4.194017449493991,5.379688015671167,4.379562373772906,5.461906563046586,5.53331326955821,5.68687044890565,4.1333114522735155,3.370810868199931,5.755833573080884,5.24831009854088,C
-1.302179506862318,0.051281598069882056,-0.065838791915379,0.8411316108045315,1.4999796503420835,0.8402099768683379,-0.0742124617245089,1.3946706116284087,2.1581210958672603,-1.0209159258951814,2.1226782545637386,0.8056522764727503,-0.4474962990474385,0.40250702914533776,1.50870215281341,1.0374786160571745,1.2571553470901633,0.45237220085620766,2.6061002168001366,-0.7251466840968022,1.6924722352829844,1.8426821147343275,3.4700429339269254,2.4896404990223884,1.0716047945368907,0.909350301730582,2.3650492962254313,3.8557510374984183,1.5388762686528652,2.522764325903727,3.545242204428457,1.4693423777505994,4.036922785624126,1.9556928764743702,2.9475596604872836,4.2070407250969,2.785030693333979,3.4269027160440255,4.5466763039089315,4.75976406479608,2.135897967847856,3.7480355711754925,4.943901873714487,3.197239322732643,6.064116108769607,7.227830709868171,4.313962537762887,2.8931684978457746,5.531230401880243,3.431000619102888,D
0.12784040316728537,-0.7432302702928711,0.08245783267186965,1.0629264823369367,0.2677713434688279,1.1700792422021897,-0.11233706441270863,0.9559068501042229,1.3080791051990652,1.377035127226458,0.9058054246491667,0.6438438038846422,1.4907331778668227,0.3071531921660604,3.1261323746695098,-0.4736826764086015,2.0796905305975306,2.4096618656378763,0.152222858895529,1.0682388257371904,1.6819725661929308,2.1088453066969457,1.6667478173173036,1.2421237354691255,4.376975368113181,0.8484740047606423,1.130334557929695,1.114745377392235,2.5838277766780346,1.9384346088781708,1.9965205904959162,4.510762854312205,2.7650415008638554,3.1543389268025654,4.491906435761853,1.8948667985415826,4.8899055267616705,1.8090061900967256,3.6327931630229977,2.639405981200143,4.099093008521929,2.9763777304500145,4.309946892147628,6.104702196255944,3.650604219085234,4.98394105366533,3.6574707327723037,4.47101502104695,5.912950229692264,4.516472206778205,A
-0.3162425923435822,-1.118813060423628,1.029519042024073,0.7480993639362037,-0.8442058788608694,0.1251585371023904,-0.27950962865894247,1.3517481414030401,0.9952630314797728,0.8994369028770413,-0.11093109521572053,1.5376556735343063,0.8454124527486421,1.1035015796018928,-0.515565164468994,2.560327204779694,1.9204495138460378,3.3711212285632475,3.2680818226652972,2.059096242189006,2.469696719485353,2.9877062567839134,2.444776283798657,3.5970571964911593,1.795366263457554,2.9246844532057543,1.599474315842608,2.7307525485349045,2.901400033405257,2.750064399532434,1.578271258551301,2.3256480991118167,2.9509652940561972,3.241961472094205,2.6410151360069007,1.9202813028055754,4.36480427172659,3.117449856651834,2.6343386600942873,4.292026611059913,3.206010572168081,4.175804557959252,2.5366025876567564,2.9608450252604244,4.136623324552026,3.865053614538456,5.746189377664864,3.131492161962405,5.784302655477562,5.794927691449249,A
-0.016801157504288795,-0.7781523669287508,-1.793060371054156,-1.3855973173848082,0.08089340298910219,1.256248163629806,2.8816328772760618,0.6912053105144286,0.5823153065653432,0.9396935265975619,2.188784114353874,1.7108449164108543,-1.1721955280635141,2.1271727996212224,1.6783329395705044,1.2296034441966417,2.620882821002474,2.1934319881836957,2.5865167513318306,1.8011368840377142,1.1619808195743149,3.2221280198349067,2.144523983743665,1.1598152728513218,1.831557916282253,1.6847135712054655,2.2060981271556974,1.6147647088578572,3.0294564744446624,2.337631617076809,2.8115265896264363,4.126071970153533,2.0702046017039484,3.9236420996116514,4.177934220027543,3.1661111884885376,2.906695772799576,0.9311267785356381,5.647809711449605,4.014349109820596,3.8136175740394833,3.183764998921275,5.208793539242132,3.954635388795263,4.750933076454698,1.9663416695053417,1.3367332974759738,6.218268912765451,6.369978196107252,5.127379988598418,C
-0.85304392757358,-0.23412344070081206,-1.096472328074761,0.8380344399282511,0.6172311948105247,0.8788426034583945,0.897511071185555,1.2131998110771811,0.4161990742922546,1.860734307594464,1.625675571596154,0.6657995667411145,0.6642851272306001,-0.030877252613490613,0.023956668426851957,2.239631204986562,1.0516544621349815,1.6596576134659877,1.7610899652137826,2.303376242526725,3.1662883065324867,1.7564642811743014,0.5023776904818775,1.8678882395469878,2.334196678927816,2.802041155100324,1.2640826906085663,3.2054960442082754,3.269536367015826,1.8889673132967448,3.4109711090300117,2.478623391952489,2.5516415863750743,2.671562398817867,3.0097947058334693,3.324347195860143,3.6398317682231345,3.9409207124561534,3.7827125571090123,4.277132484311028,2.3146281351833053,5.368945141433127,4.112317077542093,3.349810003123988,4.886598997748611,2.815535885457659,4.15720267846838,3.1701965095050024,4.630306833433751,3.2543397762756996,B
0.8793979748628286,1.015902542356013,-1.2821853974428208,-0.7343080516743989,0.19791675461059594,-0.7348130869114786,1.4867590544047387,0.2811512560749617,1.0882190630903241,-1.0528155300482482,-0.26454199194791417,1.8903934769661723,0.29896597074504816,-0.3680345998890966,0.7656690064744546,3.8597719343296117,1.6412060667816197,-0.4951837465222084,2.4451126876611213,2.167540286126554,2.3616005218435836,2.1341777157245745,3.628338306263913,2.397593260851814,2.4671811096539815,3.2809315781091883,2.979752188498697,3.4772165364561265,3.7213301978776854,4.792168830399606,1.3592653897131757,2.4744953481042398,4.958110916214339,0.800069275917604,3.7495579486320603,2.045356127141896,3.2998849070149867,4.509784760278219,3.7186147955177833,4.371584807845888,4.404872286719075,4.1005302075331,4.989516077354813,6.487926996869376,3.877633640758706,6.054861831027136,4.554113905864542,3.662313312329302,3.4729419576384926,4.227606155305976,C
